,법정동코드,평당가(만원)
0,11110101,4.75
1,11110102,3.402
2,11110104,3.89
3,11110105,4.535
4,11110108,7.19
5,11110109,2.6744444444444446
6,11110110,6.65
7,11110111,4.413333333333333
8,11110112,5.0
9,11110113,2.9633333333333334
10,11110115,3.4324999999999997
11,11110121,2.94
12,11110133,7.06
13,11110140,4.71
14,11110146,3.905
15,11110148,3.615
16,11110149,3.622
17,11110165,2.15
18,11110166,3.2066666666666666
19,11110167,2.8333333333333335
20,11110168,3.8969230769230765
21,11110169,5.3999999999999995
22,11110170,3.5055555555555555
23,11110171,5.4525
24,11110172,7.5
25,11110173,3.6305882352941174
26,11110174,4.117906976744186
27,11110175,3.999
28,11110180,1.76
29,11110181,3.098888888888889
30,11110182,4.6000000000000005
31,11110183,4.686999999999999
32,11110184,3.9560000000000004
33,11110185,4.12
34,11110186,4.734999999999999
35,11110187,3.75
36,11140121,2.715
37,11140134,3.75
38,11140136,5.176666666666667
39,11140138,4.035
40,11140139,3.188
41,11140142,6.67
42,11140143,4.421666666666667
43,11140144,3.31
44,11140147,3.89
45,11140162,4.331052631578947
46,11140165,5.225
47,11140171,3.1016666666666666
48,11140173,2.94
49,11170101,3.9379166666666667
50,11170102,4.416857142857143
51,11170104,3.8
52,11170108,3.4199999999999995
53,11170109,2.90875
54,11170110,3.18
55,11170111,3.118
56,11170112,4.568
57,11170113,3.645
58,11170114,4.234999999999999
59,11170115,5.192
60,11170116,4.17
61,11170117,3.38
62,11170118,4.8725000000000005
63,11170119,4.150526315789474
64,11170120,5.9
65,11170121,4.3325
66,11170124,3.606666666666667
67,11170125,4.38
68,11170128,4.25
69,11170129,4.216857142857143
70,11170130,4.918611111111111
71,11170131,3.9010714285714285
72,11170132,2.34375
73,11170133,3.59
74,11170134,3.53
75,11170136,3.5606521739130432
76,11200102,3.5007692307692304
77,11200103,1.88
78,11200104,4.362500000000001
79,11200105,3.5476190476190474
80,11200106,3.65
81,11200107,4.404186046511628
82,11200108,4.3
83,11200109,2.498235294117647
84,11200110,5.8525
85,11200111,4.202222222222222
86,11200112,3.9560000000000004
87,11200113,4.041666666666667
88,11200114,4.537419354838709
89,11200115,4.260909090909091
90,11200118,3.554705882352941
91,11200122,3.278461538461538
92,11215101,3.0453164556962027
93,11215102,3.938
94,11215103,3.7285148514851483
95,11215104,4.928571428571429
96,11215105,4.473359375
97,11215107,4.4568
98,11215109,4.0
99,11230101,4.29
100,11230102,3.469705882352941
101,11230103,3.8823809523809523
102,11230104,3.5471764705882354
103,11230105,4.142058823529411
104,11230106,3.527894736842105
105,11230107,3.148
106,11230108,4.283636363636363
107,11230109,3.9504347826086956
108,11230110,3.8846575342465752
109,11260101,3.2347916666666667
110,11260102,3.082717391304348
111,11260103,3.1934722222222223
112,11260104,3.535873015873016
113,11260105,3.3933663366336635
114,11260106,2.486197183098591
115,11290101,2.955
116,11290103,5.121846153846154
117,11290104,3.7866666666666666
118,11290105,5.0
119,11290107,3.974
120,11290109,3.184
121,11290110,5.666666666666667
122,11290111,1.9957142857142856
123,11290112,4.928
124,11290113,1.94
125,11290114,4.984
126,11290115,2.875
127,11290117,3.005
128,11290118,3.91
129,11290119,2.71
130,11290120,2.455
131,11290121,5.578571428571428
132,11290122,4.8966666666666665
133,11290123,3.2630000000000003
134,11290124,4.06
135,11290125,3.91
136,11290126,4.18
137,11290127,3.4145454545454546
138,11290128,3.1689999999999996
139,11290130,4.081666666666666
140,11290131,3.246923076923077
141,11290132,5.37
142,11290133,3.7719444444444443
143,11290134,3.4394736842105265
144,11290135,4.536935483870968
145,11290136,4.562236842105263
146,11290137,5.066666666666666
147,11290138,2.832156862745098
148,11290139,3.5982857142857143
149,11305101,3.6267708333333335
150,11305102,3.459230769230769
151,11305103,3.1932704402515726
152,11305104,2.802222222222222
153,11320105,3.0483333333333333
154,11320106,3.237109375
155,11320107,3.816777777777778
156,11320108,2.99625
157,11350102,4.0120553359683795
158,11350103,4.146710526315789
159,11350104,4.128043478260869
160,11350105,3.787970779220779
161,11350106,4.65640625
162,11380101,4.233181818181818
163,11380102,3.7869230769230766
164,11380103,3.5625806451612902
165,11380104,2.847049180327869
166,11380105,2.593928571428571
167,11380106,3.2869767441860467
168,11380107,3.887910447761194
169,11380108,3.4940677966101696
170,11380109,3.1044
171,11380110,3.1822727272727276
172,11380114,2.081221374045801
173,11410101,2.2399999999999998
174,11410102,3.4770000000000003
175,11410104,3.6933333333333334
176,11410105,3.4699999999999998
177,11410106,5.535
178,11410107,2.5733333333333337
179,11410108,2.5
180,11410109,5.873
181,11410110,4.079411764705882
182,11410111,3.387777777777778
183,11410112,6.2988888888888885
184,11410113,3.2466666666666666
185,11410115,6.11
186,11410116,4.113
187,11410117,4.216379310344827
188,11410118,3.515068493150685
189,11410119,3.376034482758621
190,11410120,3.983934426229508
191,11440101,2.8083333333333336
192,11440102,3.267659574468085
193,11440103,3.955
194,11440104,4.794
195,11440105,4.454285714285715
196,11440106,6.25
197,11440107,4.786666666666666
198,11440108,4.206315789473685
199,11440109,3.7994444444444446
200,11440110,5.34
201,11440111,4.33
202,11440112,5.576
203,11440113,3.055
204,11440114,5.134375
205,11440115,4.401666666666666
206,11440117,5.732
207,11440118,3.12
208,11440120,4.2764
209,11440121,3.946666666666667
210,11440122,4.1496774193548385
211,11440123,4.29169014084507
212,11440124,4.472972972972973
213,11440125,4.1534615384615385
214,11440126,3.322222222222222
215,11440127,2.175223880597015
216,11470101,4.213400673400673
217,11470102,3.652883435582822
218,11470103,3.571240875912409
219,11500101,4.708709677419355
220,11500102,4.370827067669174
221,11500103,3.3299038461538464
222,11500104,4.564285714285714
223,11500105,1.8494485294117649
224,11500106,2.0169298245614034
225,11500107,2.31
226,11500108,3.2083333333333335
227,11500109,3.7484615384615387
228,11530101,4.258421052631578
229,11530102,4.018357142857143
230,11530103,2.6175
231,11530106,3.3565625
232,11530107,3.664385964912281
233,11530108,2.9418666666666664
234,11530109,2.7311538461538465
235,11530110,3.6623529411764704
236,11530111,1.425185185185185
237,11530112,4.4
238,11545101,3.9252941176470584
239,11545102,3.2735820895522387
240,11545103,2.9954696132596683
241,11560101,4.3223529411764705
242,11560103,5.29
243,11560106,3.25
244,11560107,5.62
245,11560108,4.567142857142857
246,11560109,5.323333333333333
247,11560110,5.62
248,11560111,4.166470588235294
249,11560112,3.8400000000000003
250,11560113,2.055
251,11560114,4.897368421052631
252,11560115,3.3614285714285717
253,11560116,4.8149999999999995
254,11560117,4.3
255,11560118,3.196315789473684
256,11560120,2.915
257,11560121,4.426666666666667
258,11560122,5.485
259,11560123,5.835
260,11560124,4.905094339622642
261,11560125,4.4025
262,11560126,5.033333333333333
263,11560127,5.43
264,11560128,4.8275
265,11560129,5.357777777777778
266,11560130,3.893333333333333
267,11560132,3.0373295454545457
268,11560133,3.539861111111111
269,11590101,3.751754385964912
270,11590102,3.4651401869158875
271,11590103,3.9613333333333336
272,11590104,3.9015384615384616
273,11590105,3.3371875
274,11590107,4.0086301369863016
275,11590108,4.576923076923077
276,11590109,3.9192727272727272
277,11620101,4.261349693251534
278,11620102,3.619047619047619
279,11620103,3.86
280,11650101,4.096288659793814
281,11650102,4.184255319148936
282,11650103,2.3076724137931035
283,11650106,5.742777777777778
284,11650107,4.667419354838709
285,11650108,4.443428571428572
286,11650110,4.28
287,11680101,4.804736842105263
288,11680103,4.9984090909090915
289,11680104,5.049
290,11680105,5.0068
291,11680106,4.577272727272727
292,11680107,5.103684210526316
293,11680108,5.262978723404255
294,11680111,1.7517857142857143
295,11680112,1.7283544303797467
296,11680113,3.6425
297,11680114,3.789444444444444
298,11680118,5.884666666666666
299,11710101,3.788965517241379
300,11710102,7.1433333333333335
301,11710103,3.761034482758621
302,11710104,3.6553030303030303
303,11710105,3.878416666666667
304,11710106,3.852164948453608
305,11710107,3.89768115942029
306,11710108,4.2521538461538455
307,11710109,1.9525581395348837
308,11710111,4.016391752577319
309,11710112,1.6046031746031746
310,11710113,2.4502083333333333
311,11710114,2.331
312,11740101,3.8285714285714287
313,11740102,3.088448275862069
314,11740103,2.5725000000000002
315,11740105,3.508604651162791
316,11740106,3.6908823529411765
317,11740107,3.8533846153846154
318,11740108,3.8210344827586207
319,11740109,3.2231168831168833
320,11740110,1.5705785123966942
